151	tv_series	Game of Thrones	Iron Throne room	iron sword throne great hall
152	tv_series	Game of Thrones	The Wall and Castle Black	giant ice wall fortress
153	tv_series	The Sopranos	Satriale's Pork Store	Italian butcher storefront
154	tv_series	The Sopranos	Bada Bing club interior	strip club bar stage
155	tv_series	Seinfeld	Jerry's apartment	blue couch bicycle kitchen
156	tv_series	The Big Bang Theory	Sheldon and Leonard's living room	brown couch whiteboard
157	tv_series	How I Met Your Mother	MacLaren's Pub	wooden booths green walls
158	tv_series	The Fresh Prince of Bel-Air	Banks mansion living room	grand staircase cream sofa
159	tv_series	Full House	Tanner family living room	blue plaid couch staircase
160	tv_series	Malcolm in the Middle	Wilkerson family kitchen	cluttered suburban kitchen
161	tv_series	Modern Family	Dunphy living room	beige couch family home
162	tv_series	Brooklyn Nine-Nine	99th precinct bullpen	police desks glass office
163	tv_series	Parks and Recreation	Pawnee Parks Department office	government office desks mural
164	tv_series	Community	Greendale study room	round table glass walls
165	tv_series	The Bear	The Original Beef kitchen	stainless cramped restaurant kitchen
166	tv_series	Mad Men	Sterling Cooper office	1960s glass offices midcentury
167	tv_series	Sex and the City	Carrie Bradshaw apartment	desk by window walk-in closet
168	tv_series	Gossip Girl	Metropolitan Museum steps	New York school girls steps
169	tv_series	Euphoria	East Highland neon school hallway	purple blue neon high school
170	tv_series	Wednesday	Nevermore Academy courtyard	gothic courtyard black fountain
171	tv_series	Squid Game	Players' dormitory	towering bunk beds
172	tv_series	Squid Game	Red Light Green Light field	giant doll tree field
173	tv_series	Money Heist	Royal Mint main hall	Spanish mint red industrial hall
174	tv_series	Dark	Winden cave time tunnel	stone cave brass door
175	tv_series	Lost	Oceanic beach camp	plane wreck tropical beach
176	tv_series	The Walking Dead	Hospital doors	Don't Open Dead Inside chained doors
177	tv_series	Peaky Blinders	Shelby betting shop	dark 1920s Birmingham office
178	tv_series	Sherlock	221B Baker Street living room	fireplace skull wallpaper
179	tv_series	Doctor Who	TARDIS control room	hexagonal console glowing columns
180	tv_series	Star Trek: The Original Series	USS Enterprise bridge	colorful circular bridge
181	tv_series	Star Trek: The Next Generation	Enterprise-D bridge	beige curved bridge
182	tv_series	Twin Peaks	Red Room	red curtains black white zigzag floor
183	tv_series	The X-Files	Basement office	I Want to Believe poster filing cabinets
184	tv_series	Mr. Bean	Mr. Bean's apartment	green armchair tiny London flat
185	tv_series	iCarly	iCarly web studio	colorful loft neon signs
186	tv_series	Drake & Josh	Drake and Josh's bedroom	split blue bedroom door
187	tv_series	Hannah Montana	Malibu beach house living room	spiral staircase ocean windows
188	tv_series	The Suite Life of Zack & Cody	Tipton Hotel lobby	grand hotel lobby staircase
189	tv_series	Wizards of Waverly Place	Waverly Sub Station	New York sandwich shop brick
