1	video_game	Super Mario Bros. (1985)	World 1-1	NES blue sky green pipes brick blocks flagpole
2	video_game	Super Mario 64	Peach's Castle exterior	castle moat bridge stained glass
3	video_game	Mario Kart Wii	Rainbow Road	rainbow track space Earth
4	video_game	Mario Kart 64	Bowser's Castle	lava stone castle kart track
5	video_game	Sonic the Hedgehog	Green Hill Zone	checkerboard cliffs loops palm trees
6	video_game	Sonic Adventure	Station Square	Dreamcast city plaza hotel
7	video_game	The Legend of Zelda: Ocarina of Time	Hyrule Field and Castle	Nintendo 64 Hyrule Castle drawbridge
8	video_game	The Legend of Zelda: Breath of the Wild	Great Plateau	Temple of Time plateau Hyrule
9	video_game	The Legend of Zelda: Tears of the Kingdom	Great Sky Island	floating islands golden trees
10	video_game	Pokémon Red and Blue	Pallet Town	Game Boy pixel town Professor Oak lab
11	video_game	Pokémon Gold and Silver	Goldenrod City	Game Boy Color city radio tower
12	video_game	Pokémon Scarlet and Violet	Mesagoza central plaza	academy staircase giant Poké Ball plaza
13	video_game	Minecraft	Classic plains village	blocky village grass biome
14	video_game	Fortnite Chapter 1	Original Tilted Towers	battle royale city skyline
15	video_game	Fortnite	Battle Bus over the island	blue balloon bus island aerial
16	video_game	Grand Theft Auto: San Andreas	Grove Street cul-de-sac	Los Santos green houses
17	video_game	Grand Theft Auto V	Los Santos skyline and Vinewood sign	Mount Chiliad city skyline
18	video_game	Grand Theft Auto: Vice City	Ocean Drive at night	pink neon palm trees 1980s
19	video_game	Grand Theft Auto IV	Star Junction	Liberty City Times Square
20	video_game	Red Dead Redemption 2	Valentine main street	muddy western town saloon
21	video_game	Call of Duty: Modern Warfare 2 (2009)	Rust map	desert oil yard tower
22	video_game	Call of Duty: Black Ops	Nuketown map	1950s model suburb yellow bus
23	video_game	Call of Duty 4: Modern Warfare	Shipment map	shipping containers tiny map
24	video_game	Counter-Strike: Global Offensive	Dust II A site and mid doors	desert bombsite double doors
25	video_game	Halo: Combat Evolved	Halo ring landscape	ringworld rising over grass
26	video_game	Halo 3	Valhalla multiplayer map	green valley Forerunner bases
27	video_game	DOOM (1993)	E1M1 Hangar	pixelated sci-fi base green armor room
28	video_game	DOOM Eternal	Hell on Earth city	demons ruined city giant titan
29	video_game	Half-Life	Black Mesa test chamber	orange HEV test chamber anti-mass spectrometer
30	video_game	Half-Life 2	City 17 Citadel	Eastern European city giant Citadel
31	video_game	Portal	Aperture Science test chamber	white panels orange blue portals
32	video_game	Portal 2	Ruined Aperture test chamber	overgrown white panels
33	video_game	BioShock	Rapture underwater city	Art Deco city beneath ocean
34	video_game	BioShock Infinite	Columbia floating city	American flags floating buildings
35	video_game	Fallout 3	Capital Wasteland and Washington Monument	ruined Washington DC green sky
36	video_game	Fallout: New Vegas	New Vegas Strip gate	neon Lucky 38 casino
37	video_game	Fallout 4	Red Rocket truck stop	retro gas station power armor
38	video_game	The Elder Scrolls V: Skyrim	Whiterun and Dragonsreach	Nordic city mountain
39	video_game	The Elder Scrolls IV: Oblivion	Imperial City	white stone circular city tower
40	video_game	Elden Ring	Limgrave and the Erdtree	golden giant tree ruins
41	video_game	Dark Souls	Firelink Shrine	ruined stone bonfire
42	video_game	Bloodborne	Central Yharnam street	Victorian gothic city
43	video_game	Sekiro: Shadows Die Twice	Ashina Castle	Japanese castle snow mountain
44	video_game	The Witcher 3: Wild Hunt	Kaer Morhen	mountain fortress
45	video_game	Cyberpunk 2077	Night City Corpo Plaza	neon megacity skyscrapers
46	video_game	Assassin's Creed II	Florence rooftops and Duomo	Renaissance Florence cathedral
47	video_game	Assassin's Creed: Brotherhood	Rome Colosseum	Ezio Renaissance Rome
48	video_game	Assassin's Creed IV: Black Flag	Caribbean pirate harbor	tropical port sailing ships
49	video_game	Prince of Persia: The Sands of Time	Maharaja's palace	Persian palace sand
50	video_game	Tomb Raider (1996)	Croft Manor exterior	PlayStation polygon mansion
51	video_game	Resident Evil	Spencer Mansion main hall	grand staircase chandelier
52	video_game	Resident Evil 2	Raccoon Police Department main hall	RPD statue grand hall
53	video_game	Resident Evil 4	Village square	Spanish rural village bonfire
54	video_game	Silent Hill 2	Foggy Silent Hill street	thick fog abandoned town
55	video_game	Metal Gear Solid	Shadow Moses helipad	snow helipad searchlights
56	video_game	Final Fantasy VII	Midgar skyline	mako reactors cyberpunk city
57	video_game	Final Fantasy X	Zanarkand ruins	futuristic ruins ocean sunset
58	video_game	Final Fantasy VIII	Balamb Garden	floating academy circular hall
59	video_game	Kingdom Hearts	Traverse Town First District	night town clock neon
60	video_game	Yakuza / Like a Dragon	Kamurocho entrance gate	red neon Tokyo entertainment district
61	video_game	Persona 5	Shibuya Crossing	red stylized Tokyo crossing
62	video_game	Animal Crossing: New Horizons	Island plaza and Resident Services	cute village plaza
63	video_game	The Sims 2	Pleasantview neighborhood	suburban neighborhood map
64	video_game	Roblox	Classic Crossroads map	stud bricks towers bridges
65	video_game	Among Us	The Skeld cafeteria	three blue tables emergency button
66	video_game	Five Nights at Freddy's	Freddy Fazbear's Pizza security office	dark office monitors doors
67	video_game	Undertale	Judgment Hall	golden corridor pillars
68	video_game	League of Legends	Summoner's Rift mid lane	MOBA lane turrets
69	video_game	World of Warcraft	Stormwind City entrance	Alliance lion statues fantasy city
70	video_game	Rocket League	DFH Stadium	soccer cars arena
71	film	The Shining	Overlook Hotel hallway	orange hexagonal carpet twin corridor
72	film	Star Wars: A New Hope	Millennium Falcon cockpit	circular cockpit windows stars
73	film	Star Wars: The Empire Strikes Back	Cloud City carbon-freezing chamber	orange smoke carbonite platform
74	film	Star Wars: Return of the Jedi	Jabba's Palace throne room	desert palace pit throne
75	film	Harry Potter and the Sorcerer's Stone	Hogwarts Great Hall	floating candles long tables
76	film	Harry Potter and the Sorcerer's Stone	Platform 9¾	King's Cross brick platform red train
77	film	The Lord of the Rings: The Fellowship of the Ring	Hobbiton and Bag End	green hill round door
78	film	The Lord of the Rings: The Fellowship of the Ring	Rivendell	elven valley waterfalls
79	film	The Matrix	Construct white room	endless white room red chairs television
80	film	Back to the Future	Hill Valley clock tower square	1955 courthouse clock lightning
81	film	Jurassic Park	Visitor Center rotunda	dinosaur skeletons banner staircase
82	film	Titanic	Grand staircase	wood staircase clock glass dome
83	film	Home Alone	McCallister house exterior	red brick suburban mansion snow
84	film	Ghostbusters	Ghostbusters firehouse exterior	Hook and Ladder 8 red doors
85	film	Raiders of the Lost Ark	Golden Idol temple	jungle stone temple pedestal
86	film	Indiana Jones and the Last Crusade	Grail Temple	Petra treasury canyon
87	film	Pulp Fiction	Jack Rabbit Slim's diner	1950s themed restaurant dance floor
88	film	Kill Bill: Vol. 1	House of Blue Leaves	Japanese restaurant blue garden
89	film	The Godfather	Don Corleone's office	dark wood office blinds wedding
90	film	Scarface	Tony Montana mansion office	The World Is Yours statue staircase
91	film	Fight Club	Paper Street house	dilapidated Victorian house
92	film	American Psycho	Patrick Bateman's apartment	minimal white Manhattan apartment
93	film	The Wolf of Wall Street	Stratton Oakmont trading floor	crowded brokerage office phones
94	film	The Great Gatsby (2013)	Gatsby mansion party	Art Deco gold party staircase
95	film	The Dark Knight	Police interrogation room	bare fluorescent room metal table
96	film	Batman (1989)	Batcave	gothic cave computer platform
97	film	Joker (2019)	Bronx staircase	long concrete stairs graffiti
98	film	Superman (1978)	Fortress of Solitude	white crystal ice palace
99	film	Spider-Man: No Way Home	Statue of Liberty scaffolding	copper shields construction
100	film	Avengers: Endgame	Avengers compound time-travel platform	circular quantum tunnel machine
101	film	Iron Man	Tony Stark Malibu workshop	garage suits holograms sports cars
102	film	Black Panther	Wakanda waterfall challenge arena	cliff waterfall tribes
103	film	Doctor Strange	Mirror Dimension New York	folding city buildings
104	film	Guardians of the Galaxy	Knowhere	giant celestial skull city
105	film	Pirates of the Caribbean: The Curse of the Black Pearl	Black Pearl deck	moonlit pirate ship
106	film	Jaws	Amity Island beach	yellow beach signs lifeguard tower
107	film	Alien	Nostromo corridors	white industrial spaceship hallway
108	film	Aliens	Hadley's Hope colony	rainy industrial colony
109	film	Blade Runner	Neon Los Angeles street	rain neon umbrellas Asian signs
110	film	Blade Runner 2049	Orange Las Vegas ruins	orange haze giant statues
111	film	2001: A Space Odyssey	Starchild hotel room	white neoclassical bedroom glowing floor
112	film	Interstellar	Tesseract bookshelf	infinite glowing bookshelf grid
113	film	Inception	Folding Paris street	city street bending upward
114	film	Dune (2021)	Arrakis desert	sand dunes ornithopters sandworm
115	film	Mad Max: Fury Road	The Citadel	rock towers waterfalls desert
116	film	Terminator 2: Judgment Day	Steel mill	molten steel industrial catwalk
117	film	Rocky	Philadelphia Museum steps	city skyline steps
118	film	The Truman Show	Seahaven town square	pastel planned town gazebo
119	film	The Grand Budapest Hotel	Grand Budapest Hotel exterior	pink mountain hotel
120	film	Willy Wonka & the Chocolate Factory	Chocolate Room	candy garden chocolate river
121	film	Charlie and the Chocolate Factory	Chocolate Room	bright artificial candy landscape
122	film	Beetlejuice	Model town attic	miniature town attic table
123	film	Edward Scissorhands	Pastel suburb	identical colorful houses
124	film	The Wizard of Oz	Yellow Brick Road and Emerald City	yellow road green city
125	film	Barbie	Barbieland Dreamhouses	pink open doll houses
126	film	The Hunger Games	Arena Cornucopia	metal horn forest clearing
127	film	Twilight	Cullen house	glass forest modern house
128	film	Mean Girls	North Shore High cafeteria	high school cafeteria tables
129	film	Clueless	Cher's computerized closet	rotating wardrobe computer
130	film	The Devil Wears Prada	Runway magazine office	fashion office glass desks
131	film	La La Land	Griffith Observatory planetarium	starry blue planetarium
132	film	Grease	Rydell High gym dance	red white school gym
133	film	The Breakfast Club	Shermer High library	two-floor school library
134	film	Ferris Bueller's Day Off	Cameron's glass house garage	modern glass pavilion Ferrari
135	film	Parasite	Park family living room	modern house glass wall staircase
136	film	Oldboy	Corridor fight hallway	long green narrow corridor
137	film	The Exorcist	Georgetown staircase	steep stone urban stairs
138	film	The Ring	Well in the forest	stone well dead trees
139	film	Saw	Industrial bathroom	dirty tiled bathroom chains
140	film	A Clockwork Orange	Korova Milk Bar	white sculptural furniture
141	tv_series	Friends	Central Perk coffee shop	orange couch brick wall neon sign
142	tv_series	Friends	Monica and Rachel's apartment	purple door blue kitchen
143	tv_series	The Office (US)	Dunder Mifflin bullpen	beige office desks reception
144	tv_series	The Office (US)	Conference room	long table blinds whiteboard
145	tv_series	Breaking Bad	Underground superlab	blue industrial meth lab
146	tv_series	Breaking Bad	RV in the New Mexico desert	white Bounder RV desert
147	tv_series	Better Call Saul	Saul Goodman nail-salon office	tiny office American flag
148	tv_series	Better Call Saul	Gene's Cinnabon in Omaha	shopping mall bakery counter
149	tv_series	Stranger Things	Byers living room alphabet wall	Christmas lights painted alphabet
150	tv_series	Stranger Things	Starcourt Mall atrium	1980s neon mall fountain
